"origin","destination","airline","flight_num","origin_iata_code","origin_name","origin_latitude","origin_longitude","destination_iata_code","destination_name","destination_latitude","destination_longitude"
"MEX","CTM","4O","2548","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"CTM","Chetumal International Airport",18.5047,-88.3268
"MEX","CTM","4O","2548","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"CTM","Chetumal International Airport",18.5047,-88.3268
"CTM","MEX","4O","2549","CTM","Chetumal International Airport",18.5047,-88.3268,"MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721
"CTM","MEX","4O","2549","CTM","Chetumal International Airport",18.5047,-88.3268,"MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721
"VER","MEX","4O","2550","VER","General Heriberto Jara International Airport",19.1459,-96.1873,"MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721
"VER","MEX","4O","2550","VER","General Heriberto Jara International Airport",19.1459,-96.1873,"MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721
"MEX","VER","4O","2551","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"VER","General Heriberto Jara International Airport",19.1459,-96.1873
"MEX","VER","4O","2551","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"VER","General Heriberto Jara International Airport",19.1459,-96.1873
"MEX","VER","4O","2551","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"VER","General Heriberto Jara International Airport",19.1459,-96.1873
"MEX","VER","4O","2551","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"VER","General Heriberto Jara International Airport",19.1459,-96.1873
"MEX","VER","4O","2551","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"VER","General Heriberto Jara International Airport",19.1459,-96.1873
"MEX","VER","4O","2551","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"VER","General Heriberto Jara International Airport",19.1459,-96.1873
"MEX","VER","4O","2551","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"VER","General Heriberto Jara International Airport",19.1459,-96.1873
"VER","MEX","4O","2554","VER","General Heriberto Jara International Airport",19.1459,-96.1873,"MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721
"VER","MEX","4O","2554","VER","General Heriberto Jara International Airport",19.1459,-96.1873,"MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721
"VER","MEX","4O","2554","VER","General Heriberto Jara International Airport",19.1459,-96.1873,"MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721
"VER","MEX","4O","2554","VER","General Heriberto Jara International Airport",19.1459,-96.1873,"MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721
"VER","MEX","4O","2554","VER","General Heriberto Jara International Airport",19.1459,-96.1873,"MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721
"VER","MEX","4O","2554","VER","General Heriberto Jara International Airport",19.1459,-96.1873,"MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721
"VER","MEX","4O","2554","VER","General Heriberto Jara International Airport",19.1459,-96.1873,"MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721
"VER","MEX","4O","2554","VER","General Heriberto Jara International Airport",19.1459,-96.1873,"MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721
"VER","MEX","4O","2554","VER","General Heriberto Jara International Airport",19.1459,-96.1873,"MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721
"VER","MEX","4O","2554","VER","General Heriberto Jara International Airport",19.1459,-96.1873,"MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721
"VER","MEX","4O","2554","VER","General Heriberto Jara International Airport",19.1459,-96.1873,"MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721
"VER","MEX","4O","2554","VER","General Heriberto Jara International Airport",19.1459,-96.1873,"MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721
"VER","MEX","4O","2554","VER","General Heriberto Jara International Airport",19.1459,-96.1873,"MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721
"VER","MEX","4O","2554","VER","General Heriberto Jara International Airport",19.1459,-96.1873,"MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721
"MEX","OAX","4O","2626","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"OAX","Xoxocotlán International Airport",16.9999,-96.7266
"OAX","MEX","4O","2629","OAX","Xoxocotlán International Airport",16.9999,-96.7266,"MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721
"MEX","HUX","4O","2651","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"HUX","Bahías de Huatulco International Airport",15.7753,-96.2626
"MEX","HUX","4O","2651","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"HUX","Bahías de Huatulco International Airport",15.7753,-96.2626
"HUX","MEX","4O","2652","HUX","Bahías de Huatulco International Airport",15.7753,-96.2626,"MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721
"HUX","MEX","4O","2652","HUX","Bahías de Huatulco International Airport",15.7753,-96.2626,"MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721
"MEX","ZIH","4O","2751","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"ZIH","Ixtapa Zihuatanejo International Airport",17.6016,-101.461
"MEX","ZIH","4O","2751","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"ZIH","Ixtapa Zihuatanejo International Airport",17.6016,-101.461
"MEX","ZIH","4O","2751","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"ZIH","Ixtapa Zihuatanejo International Airport",17.6016,-101.461
"MEX","ZIH","4O","2751","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"ZIH","Ixtapa Zihuatanejo International Airport",17.6016,-101.461
"MEX","ZIH","4O","2751","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"ZIH","Ixtapa Zihuatanejo International Airport",17.6016,-101.461
"PVR","MEX","4O","2760","PVR","Licenciado Gustavo Díaz Ordaz International Airport",20.6801,-105.254,"MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721
"PVR","MEX","4O","2760","PVR","Licenciado Gustavo Díaz Ordaz International Airport",20.6801,-105.254,"MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721
"PVR","MEX","4O","2760","PVR","Licenciado Gustavo Díaz Ordaz International Airport",20.6801,-105.254,"MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721
"PVR","MEX","4O","2760","PVR","Licenciado Gustavo Díaz Ordaz International Airport",20.6801,-105.254,"MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721
"PVR","MEX","4O","2760","PVR","Licenciado Gustavo Díaz Ordaz International Airport",20.6801,-105.254,"MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721
"PVR","MEX","4O","2760","PVR","Licenciado Gustavo Díaz Ordaz International Airport",20.6801,-105.254,"MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721
"PVR","MEX","4O","2760","PVR","Licenciado Gustavo Díaz Ordaz International Airport",20.6801,-105.254,"MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721
"MEX","PVR","4O","2761","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"PVR","Licenciado Gustavo Díaz Ordaz International Airport",20.6801,-105.254
"MEX","PVR","4O","2761","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"PVR","Licenciado Gustavo Díaz Ordaz International Airport",20.6801,-105.254
"PVR","MEX","4O","2764","PVR","Licenciado Gustavo Díaz Ordaz International Airport",20.6801,-105.254,"MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721
"MEX","PVR","4O","2765","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"PVR","Licenciado Gustavo Díaz Ordaz International Airport",20.6801,-105.254
"MEX","PVR","4O","2765","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"PVR","Licenciado Gustavo Díaz Ordaz International Airport",20.6801,-105.254
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2890","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
"MEX","LIM","4O","2892","MEX","Licenciado Benito Juarez International Airport",19.4363,-99.0721,"LIM","Jorge Chávez International Airport",-12.0219,-77.1143
